//ItemIndex   EffectIndex   EffectValue   EffectLevel   ColorR   ColorG   ColorB   ColorSize   ColorMain   ColorSide
//Wings Devil & Angel
84           32002           5           0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           6           0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           7           0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           8           0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           9           0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           10          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           11          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           12          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           13          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           14          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           15          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           16          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           17          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           18          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           19          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           20          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           21          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           22          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           23          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           24          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           25          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           26          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           27          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           28          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           29          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           30          0             0.98	0.8	0.31      0.5          0.00        0.00
84           32002           31          0             0.98	0.8	0.31      0.5          0.00        0.00
//Shield Holy
3127           32002           1           0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           2           0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           3           0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           4           0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           5           0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           6           0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           7           0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           8           0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           9           0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           10          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           11          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           12          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           13          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           14          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           15          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           16          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           17          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           18          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           19          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           20          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           21          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           22          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           23          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           24          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           25          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           26          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           27          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           28          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           29          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           30          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           31          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           32          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           33          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           34          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           35          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           36          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           37          0             0.98	0.8	0.31      0.5          0.00        0.00
3127           32002           38          0             0.98	0.8	0.31      0.5          0.00        0.00
//Sattf Holy
2627           32002           1           0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           2           0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           3           0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           4           0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           5           0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           6           0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           7           0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           8           0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           9           0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           10          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           11          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           12          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           13          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           14          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           15          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           16          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           17          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           18          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           19          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           20          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           21          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           22          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           23          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           24          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           25          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           26          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           27          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           28          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           29          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           30          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           31          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           32          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           33          0             0.98	0.8	0.31      0.5          0.00        0.00
2627           32002           34          0             0.98	0.8	0.31      0.5          0.00        0.00
//Wing Holy
6329           32002           1           0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           2           0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           3           0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           4           0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           5           0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           6           0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           7           0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           8           0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           9           0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           10          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           11          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           12          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           13          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           14          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           15          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           16          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           17          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           18          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           19          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           20          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           21          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           22          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           23          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           24          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           25          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           26          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           27          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           28          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           29          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           30          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           31          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           32          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           33          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           34          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           35          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           36          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           37          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           38          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           39          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           40          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           41          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           42          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           43          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           44          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           45          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           46          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           47          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           48          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           49          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           50          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           51          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           52          0             0.98		0.8	 0.31	    0.5          0.00        0.00
6329           32002           53          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           54          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           55          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           56          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           57          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           58          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           59          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           60          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           61          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           62          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           63          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           64          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           65          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           66          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           67          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           68          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           69          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           70          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           71          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           72          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           73          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           74          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           75          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           76          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           77          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           78          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           79          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           80          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           81          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           82          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           83          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           84          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           85          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           86          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           87          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           88          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           89          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           90          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           91          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           92          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           93          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           94          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           95          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           96          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           97          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           98          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           99          0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           100         0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           101         0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           102         0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           103         0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           104         0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           105         0             0.36		0.36	 0.36      1.0          0.00        0.00
6329           32002           106         0             0.36		0.36	 0.36      1.0          0.00        0.00
//Cape Holy
6330           32003           0           0             0.98		0.8	 0.31	   1.0          0.00        0.00
6330           32002           1           0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           2           0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           3           0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           4           0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           5           0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           6           0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           7           0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           8           0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           10          0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           11          0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           12          0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           15          0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           18          0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           20          0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           23          0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           24          0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           45          0             0.36		0.36	 0.36      1.0          0.00        0.00
6330           32002           47          0             0.36		0.36	 0.36      1.0          0.00        0.00
//Wing Zeus
6327		32002		  11		    0		 	   0.56		0.56	 0.56	    1.5         0.0	   		0.0 
6327		32002		  12		    0		 	   0.56		0.56	 0.56	    1.5         0.0	   		0.0 
6327		32002		  13		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  14		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  15		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  16		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  17		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  18		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  19		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  20		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  21		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  22		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  23		    0		 	   0.56		0.56	 0.56	    1.5         0.0	   		0.0 
6327		32002		  24		    0		 	   0.56		0.56	 0.56	    1.5         0.0	   		0.0 
6327		32002		  25		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  26		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  27		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  28		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  29		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  30		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  31		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  32		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  33		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  34		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  35		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
6327		32002		  36		    0		 	   0.09		0.37	 0.58	    1.5         0.0	   		0.0 
//Cape Zeus
6328           32003           0           0             0.09		0.37	 0.58	   0.7          0.00        0.00
6328           32002           1           0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           2           0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           3           0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           4           0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           5           0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           6           0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           7           0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           8           0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           10          0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           11          0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           12          0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           15          0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           18          0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           20          0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           23          0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           24          0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           45          0             0.09		0.37	 0.58      0.7          0.00        0.00
6328           32002           47          0             0.09		0.37	 0.58      0.7          0.00        0.00
//Mace Zeus
1072           32003           1           0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           2           0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           3           0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           4           0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           5           0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           6           0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           7           0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           8           0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           9           0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           10          0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           11          0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           12          0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           13          0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           14          0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           15          0             0.09		0.37	 0.58      0.7          0.00        0.00
1072           32003           16          0             0.09		0.37	 0.58      0.7          0.00        0.00
//Shield Zeus
3126           32003           1           0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           2           0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           3           0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           4           0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           5           0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           6           0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           7           0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           8           0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           9           0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           10          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           11          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           12          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           13          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           14          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           15          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           16          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           17          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           18          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           19          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           20          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           21          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           22          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           23          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           24          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           25          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           26          0             0.09		0.37	 0.58      0.7          0.00        0.00
3126           32003           27          0             0.09		0.37	 0.58      0.7          0.00        0.00
//Satff Zeus
2626           32003           1           0             0.09		0.37	 0.58      0.7          0.00        0.00
2626           32003           2           0             0.09		0.37	 0.58      0.7          0.00        0.00
2626           32003           3           0             0.09		0.37	 0.58      0.7          0.00        0.00
2626           32003           4           0             0.09		0.37	 0.58      0.7          0.00        0.00
2626           32003           5           0             0.09		0.37	 0.58      0.7          0.00        0.00
2626           32003           6           0             0.09		0.37	 0.58      0.7          0.00        0.00
2626           32003           7           0             0.09		0.37	 0.58      0.7          0.00        0.00
2626           32003           8           0             0.09		0.37	 0.58      0.7          0.00        0.00
2626           32003           9           0             0.09		0.37	 0.58      0.7          0.00        0.00
2626           32003           10          0             0.09		0.37	 0.58      0.7          0.00        0.00
2626           32003           11          0             0.09		0.37	 0.58      0.7          0.00        0.00
2626           32003           12          0             0.09		0.37	 0.58      0.7          0.00        0.00
2626           32003           13          0             0.09		0.37	 0.58      0.7          0.00        0.00
//Sword Zeus
83           32003           1           0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           2           0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           3           0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           4           0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           5           0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           6           0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           7           0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           8           0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           9           0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           10          0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           11          0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           12          0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           13          0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           14          0             0.09		0.37	 0.58      0.7          0.00        0.00
83           32003           15          0             0.09		0.37	 0.58      0.7          0.00        0.00
//Wing Of Zeus 1.0
6439           32002           11          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           12          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           13          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           14          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           15          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           16          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           17          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           18          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           19          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           20          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           21          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           22          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           23          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           24          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           25          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           26          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           27          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           28          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           29          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           30          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           31          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           32          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           33          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           34          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           35          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           36          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           37          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           38          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           39          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           40          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           41          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           42          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           43          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           44          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           45          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           46          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           47          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           48          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           49          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           50          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           51          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           52          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           53          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           54          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           55          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           56          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           57          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           58          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           59          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           60          0             0.41		0.6	 0.83      1.0          0.0         0.0
6439           32002           61          0             0.41		0.6	 0.83      1.0          0.0         0.0
