//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
3290	3290	3900	6880	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Ferir Pink (1 UN)
3300	3300	3900	6881	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Ferir Red (1 UN)
3310	3310	4500	6882	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Ferir Azul[Efts] (1 UN)
3320	3320	4500	6883	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Ferir Red [Efts] (1 UN)
3330	3330	4500	6884	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Ferir Sky [Efts] (1 UN)
3340	3340	4500	6885	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Ferir Green [Efts] (1 UN)
3350	3350	2500	6888	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Horn Of Uniria (1 UN)
3360	3360	5500	6889	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Horse Amarelo (1 UN)
3370	3370	2500	6891	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Of Green V2 (1 UN)
3390	3390	3500	6886	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Ghost Horse (1 UN)
3400	3400	5500	6877	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Horse White (1 UN)
3410	3410	3200	1074	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Scepter Of Holy (1 UN)
3420	3420	3200	1089	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Scepter Ligh Blue (1 UN)
3430	3430	500	16	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sword of Destruction (1 UN)
3440	3440	500	17	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Breaker (1 UN)
3450	3450	500	18	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Thunder Blade (1 UN)
3460	3460	500	20	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Knight Blade (1 UN)
3470	3470	800	21	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Reign Blade (1 UN)
3480	3480	800	31	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Rune Blade (1 UN)
3490	3490	800	6665	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Ring of Poison (1 UN)
3500	3500	800	6664	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Ring of Ice (1 UN)
3510	3510	800	6668	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Pendant of Lighting (1 UN)
3520	3520	800	6669	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Pendant of Fire (1 UN)
3530	3530	800	6677	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Ring of Fire (1 UN)
3540	3540	800	6678	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Ring of Earth (1 UN)
3550	3550	800	6679	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Ring of Wind (1 UN)
3560	3560	800	6680	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Ring of Magic (1 UN)
3570	3570	800	6681	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Pendant of Ice (1 UN)
3580	3580	800	6682	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Pendant of Wind (1 UN)
3590	3590	800	6683	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Pendant of Water (1 UN)
3600	3600	800	6684	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Pendant of Ability (1 UN)
end
