//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
66	263	263	1	0	4400	0	2630	0	0	0	0	0	0	0	0	0	2630	0	0	0	0	0	0	0	0	0	// Capa Of Holy
66	264	264	1	0	4400	0	2640	0	0	0	0	0	0	0	0	0	2640	0	0	0	0	0	0	0	0	0	// Wings Of Armageddom [RL]
66	265	265	1	0	5000	0	2650	0	0	0	0	0	0	0	0	0	2650	0	0	0	0	0	0	0	0	0	// Capa Of Armageddom [RL]
66	266	266	1	0	3000	0	2660	0	0	0	0	0	0	0	0	0	2660	0	0	0	0	0	0	0	0	0	// Wings Of Saron
66	267	267	1	0	3200	0	2670	0	0	0	0	0	0	0	0	0	2670	0	0	0	0	0	0	0	0	0	// Capa Of Saron
66	268	268	1	0	3200	0	2680	0	0	0	0	0	0	0	0	0	2680	0	0	0	0	0	0	0	0	0	// Wings Of Green V2 
66	269	269	1	0	3400	0	2690	0	0	0	0	0	0	0	0	0	2690	0	0	0	0	0	0	0	0	0	// Capa Of Green V2
66	270	270	1	0	4400	0	2700	0	0	0	0	0	0	0	0	0	2700	0	0	0	0	0	0	0	0	0	// Wings Ligh Blue
66	271	271	1	0	5400	0	2710	0	0	0	0	0	0	0	0	0	2710	0	0	0	0	0	0	0	0	0	// Capa Ligh Blue
66	272	272	1	0	4400	0	2720	0	0	0	0	0	0	0	0	0	2720	0	0	0	0	0	0	0	0	0	// Wings Red Fire
66	273	273	1	0	4500	0	2730	0	0	0	0	0	0	0	0	0	2730	0	0	0	0	0	0	0	0	0	// Capa Red Fire
67	274	274	1	0	2500	0	2740	0	0	0	0	0	0	0	0	0	2740	0	0	0	0	0	0	0	0	0	// Ring Of Apocalipse 2.0
67	275	275	1	0	2600	0	2750	0	0	0	0	0	0	0	0	0	2750	0	0	0	0	0	0	0	0	0	// Pendant Of Apocalipse 2.0
67	276	276	1	0	2600	0	2760	0	0	0	0	0	0	0	0	0	2760	0	0	0	0	0	0	0	0	0	// Ring Of Zeus
67	277	277	1	0	2700	0	2770	0	0	0	0	0	0	0	0	0	2770	0	0	0	0	0	0	0	0	0	// Pendant Of Zeus
67	278	278	1	0	2700	0	2780	0	0	0	0	0	0	0	0	0	2780	0	0	0	0	0	0	0	0	0	// Ring Of Holy
67	279	279	1	0	2800	0	2790	0	0	0	0	0	0	0	0	0	2790	0	0	0	0	0	0	0	0	0	// Pendant Of Holy
67	280	280	1	0	3000	0	2800	0	0	0	0	0	0	0	0	0	2800	0	0	0	0	0	0	0	0	0	// Ring Of Armageddon [RL]
67	281	281	1	0	3200	0	2810	0	0	0	0	0	0	0	0	0	2810	0	0	0	0	0	0	0	0	0	// Pendant Of Armageddon [RL]
67	282	282	1	0	1200	0	2820	0	0	0	0	0	0	0	0	0	2820	0	0	0	0	0	0	0	0	0	// Ring Of Green V2
67	283	283	1	0	2200	0	2830	0	0	0	0	0	0	0	0	0	2830	0	0	0	0	0	0	0	0	0	// Pendant Of Green V2
68	284	284	1	0	2200	0	2840	0	0	0	0	0	0	0	0	0	2840	0	0	0	0	0	0	0	0	0	// Sword Of Apocalipse 2.0
68	285	285	1	0	2400	0	2850	0	0	0	0	0	0	0	0	0	2850	0	0	0	0	0	0	0	0	0	// Sword Of Snow [RL]
68	286	286	1	0	3400	0	2860	0	0	0	0	0	0	0	0	0	2860	0	0	0	0	0	0	0	0	0	// Sword Of Zeus
68	287	287	1	0	3400	0	2870	0	0	0	0	0	0	0	0	0	2870	0	0	0	0	0	0	0	0	0	// Sword Of Holy
68	288	288	1	0	4400	0	2880	0	0	0	0	0	0	0	0	0	2880	0	0	0	0	0	0	0	0	0	// Sword Of Armageddom [RL]
68	289	289	1	0	1400	0	2890	0	0	0	0	0	0	0	0	0	2890	0	0	0	0	0	0	0	0	0	// Sword Of Saron
68	290	290	1	0	2400	0	2900	0	0	0	0	0	0	0	0	0	2900	0	0	0	0	0	0	0	0	0	// Sword Of Green V2
68	291	291	1	0	2600	0	2910	0	0	0	0	0	0	0	0	0	2910	0	0	0	0	0	0	0	0	0	// Sword Ligh Blue
68	292	292	1	0	2600	0	2920	0	0	0	0	0	0	0	0	0	2920	0	0	0	0	0	0	0	0	0	// Sword Red Fire
68	293	293	1	0	2600	0	2930	0	0	0	0	0	0	0	0	0	2930	0	0	0	0	0	0	0	0	0	// Axe Of Saron
68	294	294	1	0	1600	0	2940	0	0	0	0	0	0	0	0	0	2940	0	0	0	0	0	0	0	0	0	// Axe Of Green V2
68	295	295	1	0	2800	0	2950	0	0	0	0	0	0	0	0	0	2950	0	0	0	0	0	0	0	0	0	// Axe Of Holy
68	296	296	1	0	2800	0	2960	0	0	0	0	0	0	0	0	0	2960	0	0	0	0	0	0	0	0	0	// Axe Red Fire
68	297	297	1	0	2900	0	2970	0	0	0	0	0	0	0	0	0	2970	0	0	0	0	0	0	0	0	0	// Axe Ligh Blue
68	298	298	1	0	2900	0	2980	0	0	0	0	0	0	0	0	0	2980	0	0	0	0	0	0	0	0	0	// Mace Of Snow [RL]
68	299	299	1	0	2200	0	2990	0	0	0	0	0	0	0	0	0	2990	0	0	0	0	0	0	0	0	0	// Mace Of Saron
68	300	300	1	0	2400	0	3000	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	// Scepter Of Saron
68	301	301	1	0	2400	0	3010	0	0	0	0	0	0	0	0	0	3010	0	0	0	0	0	0	0	0	0	// Mace Of Green V2
68	302	302	1	0	2900	0	3020	0	0	0	0	0	0	0	0	0	3020	0	0	0	0	0	0	0	0	0	// Mace Of Armageddon [RL]
68	303	303	1	0	2900	0	3030	0	0	0	0	0	0	0	0	0	3030	0	0	0	0	0	0	0	0	0	// Mace Of Zeus
68	304	304	1	0	2900	0	3040	0	0	0	0	0	0	0	0	0	3040	0	0	0	0	0	0	0	0	0	// Mace Of Holy
68	305	305	1	0	2900	0	3050	0	0	0	0	0	0	0	0	0	3050	0	0	0	0	0	0	0	0	0	// Mace Ligh Blue
68	306	306	1	0	2900	0	3060	0	0	0	0	0	0	0	0	0	3060	0	0	0	0	0	0	0	0	0	// Mace Red Fire
68	307	307	1	0	3900	0	3070	0	0	0	0	0	0	0	0	0	3070	0	0	0	0	0	0	0	0	0	// Staff Of Apocalipse 2.0
68	308	308	1	0	3900	0	3080	0	0	0	0	0	0	0	0	0	3080	0	0	0	0	0	0	0	0	0	// Staff Of Armageddon [RL]
68	309	309	1	0	2900	0	3090	0	0	0	0	0	0	0	0	0	3090	0	0	0	0	0	0	0	0	0	// Staff Of Green V2
68	310	310	1	0	3900	0	3100	0	0	0	0	0	0	0	0	0	3100	0	0	0	0	0	0	0	0	0	// Staff Of Holy
68	311	311	1	0	2900	0	3110	0	0	0	0	0	0	0	0	0	3110	0	0	0	0	0	0	0	0	0	// Staff Of Saron
68	312	312	1	0	3900	0	3120	0	0	0	0	0	0	0	0	0	3120	0	0	0	0	0	0	0	0	0	// Staff Ligh Blue
68	341	341	1	0	3200	0	3410	0	0	0	0	0	0	0	0	0	3410	0	0	0	0	0	0	0	0	0	// Scepter Of Holy
68	342	342	1	0	3200	0	3420	0	0	0	0	0	0	0	0	0	3420	0	0	0	0	0	0	0	0	0	// Scepter Ligh Blue
69	313	313	1	0	2900	0	3130	0	0	0	0	0	0	0	0	0	3130	0	0	0	0	0	0	0	0	0	// Shield Of Apocalipse 2.0
69	314	314	1	0	2900	0	3140	0	0	0	0	0	0	0	0	0	3140	0	0	0	0	0	0	0	0	0	// Shield Of Armageddon [RL]
69	315	315	1	0	2900	0	3150	0	0	0	0	0	0	0	0	0	3150	0	0	0	0	0	0	0	0	0	// Shield Of Zeus
69	316	316	1	0	2900	0	3160	0	0	0	0	0	0	0	0	0	3160	0	0	0	0	0	0	0	0	0	// Shield Of Holly
69	317	317	1	0	2900	0	3170	0	0	0	0	0	0	0	0	0	3170	0	0	0	0	0	0	0	0	0	// Shield Ligh Blue
69	318	318	1	0	2900	0	3180	0	0	0	0	0	0	0	0	0	3180	0	0	0	0	0	0	0	0	0	// Shield Red Fire
69	319	319	1	0	2900	0	3190	0	0	0	0	0	0	0	0	0	3190	0	0	0	0	0	0	0	0	0	// Shield Of Snow [RL]
69	320	320	1	0	2900	0	3200	0	0	0	0	0	0	0	0	0	3200	0	0	0	0	0	0	0	0	0	// Shield Of Green V2
69	321	321	1	0	2900	0	3210	0	0	0	0	0	0	0	0	0	3210	0	0	0	0	0	0	0	0	0	// Shield Of Saron
end
